+-----------+---------+----------------+----------+------------+----------+
|   OPCODE  | CHANNEL |      REG       | RAM_ADDR |  RAW_DATA  | DELAY_MS |
|  RAM-READ |    0    |                |  0x54f   | 0x14940a00 |  0.292   |
|  RAM-READ |    0    |                |  0x54f   | 0x15340200 |  0.293   |
|  RAM-READ |    0    |                |  0x54f   | 0x6c0c600  |  0.292   |
|  RAM-READ |    0    |                |  0x54f   | 0x6c4c600  |  0.293   |
|  RAM-READ |    0    |                |  0x54f   | 0x10000800 |  0.286   |
|  RAM-READ |    0    |                |  0x54f   | 0x45dca00  |  0.282   |
|  RAM-READ |    0    |                |  0x54f   | 0x13cd8600 |  0.283   |
|  RAM-READ |    0    |                |  0x54f   | 0x80d0a00  |  0.282   |
|  RAM-READ |    0    |                |  0x54f   | 0x10000200 |  0.283   |
|  RAM-READ |    0    |                |  0x54f   | 0x451ca00  |  0.300   |
|  RAM-READ |    0    |                |  0x54f   | 0x13f18600 |  0.284   |
|  RAM-READ |    0    |                |  0x54f   | 0x5f50a00  |  0.283   |
|  RAM-READ |    0    |                |  0x54f   | 0x10000200 |  0.283   |
|  RAM-READ |    0    |                |  0x54f   | 0x15340a00 |  0.282   |
|  RAM-READ |    0    |                |  0x54f   | 0x14940a00 |  0.282   |
|  RAM-READ |    0    |                |  0x54f   | 0x38c0a00  |  0.282   |
|  RAM-READ |    0    |                |  0x54f   | 0x14940a00 |  0.283   |
|  RAM-READ |    0    |                |  0x54f   | 0x15340000 |  0.283   |
|  RAM-READ |    0    |                |  0x54f   | 0x6c80a00  |  0.282   |
|  RAM-READ |    0    |                |  0x54f   | 0x19b80a00 |  0.282   |
|  RAM-READ |    0    |                |  0x54f   | 0x6d40a00  |  0.282   |
|  RAM-READ |    0    |                |  0x54f   | 0x451ca00  |  0.282   |
|  RAM-READ |    0    |                |  0x54f   | 0x150d8600 |  0.283   |
|  RAM-READ |    0    |                |  0x54f   | 0x133dc000 |  0.283   |
|  RAM-READ |    0    |                |  0x54f   | 0x14318600 |  0.282   |
|  RAM-READ |    0    |                |  0x54f   | 0x6c80a00  |  0.282   |
|  RAM-READ |    0    |                |  0x54f   | 0x19b80a00 |  0.283   |
|  RAM-READ |    0    |                |  0x54f   | 0x15340a00 |  0.282   |
|  RAM-READ |    0    |                |  0x54f   | 0x14940a00 |  0.283   |
|  RAM-READ |    0    |                |  0x54f   | 0x6c80a00  |  0.283   |
|  RAM-READ |    0    |                |  0x54f   | 0x14940a00 |  0.282   |
|  RAM-READ |    0    |                |  0x54f   | 0x15340a00 |  0.283   |
|  RAM-READ |    0    |                |  0x54f   |  0x59ca00  |  0.283   |
|  RAM-READ |    0    |                |  0x54f   |  0x998400  |  0.283   |
|  RAM-READ |    0    |                |  0x54f   | 0x33dca00  |  0.283   |
|  RAM-READ |    0    |                |  0x54f   | 0x150d8600 |  0.283   |
|  RAM-READ |    0    |                |  0x54f   | 0x370ca00  |  0.283   |
|  RAM-READ |    0    |                |  0x54f   | 0x80d0400  |  0.283   |
|  RAM-READ |    0    |                |  0x54f   | 0x459c200  |  0.283   |
|  RAM-READ |    0    |                |  0x54f   | 0x14458600 |  0.283   |
|  RAM-READ |    0    |                |  0x54f   | 0x7080000  |  0.282   |
|  RAM-READ |    0    |                |  0x54f   | 0x708ca00  |  0.283   |
|  RAM-READ |    0    |                |  0x54f   | 0x370c400  |  0.282   |
|  RAM-READ |    0    |                |  0x54f   | 0x45dc400  |  0.283   |
|  RAM-READ |    0    |                |  0x54f   | 0x14658600 |  0.287   |
|  RAM-READ |    0    |                |  0x54f   | 0x469c000  |  0.292   |
|  RAM-READ |    0    |                |  0x54f   | 0x14658600 |  0.294   |
|  RAM-READ |    0    |                |  0x54f   | 0x7080a00  |  0.287   |
|  RAM-READ |    0    |                |  0x54f   | 0x6c80a00  |  0.286   |
|  RAM-READ |    0    |                |  0x54f   | 0x40dca00  |  0.286   |
|  RAM-READ |    0    |                |  0x54f   | 0x14ad8600 |  0.286   |
|  RAM-READ |    0    |                |  0x54f   | 0x8350000  |  0.285   |
|  RAM-READ |    0    |                |  0x54f   | 0x6c8c200  |  0.286   |
|  RAM-READ |    0    |                |  0x54f   | 0x10000600 |  0.286   |
|  RAM-READ |    0    |                |  0x54f   | 0x6c80a00  |  0.285   |
|  RAM-READ |    0    |                |  0x54f   | 0x19b80a00 |  0.285   |
|  RAM-READ |    0    |                |  0x54f   | 0x469ca00  |  0.285   |
|  RAM-READ |    0    |                |  0x54f   | 0x15518600 |  0.285   |
|  RAM-READ |    0    |                |  0x54f   | 0x6c4c000  |  0.285   |
|  RAM-READ |    0    |                |  0x54f   | 0x10000400 |  0.285   |
|  RAM-READ |    0    |                |  0x54f   | 0x6c80a00  |  0.286   |
|  RAM-READ |    0    |                |  0x54f   |  0xbdca00  |  0.286   |
|  RAM-READ |    0    |                |  0x54f   | 0x15518600 |  0.285   |
|  RAM-READ |    0    |                |  0x54f   | 0x329ca00  |  0.285   |
|  RAM-READ |    0    |                |  0x54f   | 0x15518600 |  0.285   |
|  RAM-READ |    0    |                |  0x54f   | 0x451ca00  |  0.286   |
|  RAM-READ |    0    |                |  0x54f   | 0x150d8600 |  0.284   |
|  RAM-READ |    0    |                |  0x54f   | 0x19b8c000 |  0.284   |
|  RAM-READ |    0    |                |  0x54f   | 0x6c0c400  |  0.285   |
|  RAM-READ |    0    |                |  0x54f   | 0x6c4c600  |  0.285   |
|  RAM-READ |    0    |                |  0x54f   | 0x8350800  |  0.285   |
|  RAM-READ |    0    |                |  0x54f   | 0x45dca00  |  0.285   |
|  RAM-READ |    0    |                |  0x54f   | 0x14e98600 |  0.284   |
|  RAM-READ |    0    |                |  0x54f   | 0x6c8c200  |  0.285   |
|  RAM-READ |    0    |                |  0x54f   | 0x6c4c600  |  0.275   |
|  RAM-READ |    0    |                |  0x54f   | 0x6c80a00  |  0.274   |
|  RAM-READ |    0    |                |  0x54f   | 0x469ca00  |  0.274   |
|  RAM-READ |    0    |                |  0x54f   | 0x15518600 |  0.275   |
|  RAM-READ |    0    |                |  0x54f   | 0x10000400 |  0.274   |
|  RAM-READ |    0    |                |  0x54f   | 0x6c80a00  |  0.274   |
|  RAM-READ |    0    |                |  0x54f   | 0x451ca00  |  0.286   |
|  RAM-READ |    0    |                |  0x54f   | 0x15518600 |  0.284   |
|  RAM-READ |    0    |                |  0x54f   | 0x6c0c000  |  0.284   |
|  RAM-READ |    0    |                |  0x54f   | 0x10000400 |  0.282   |
|  RAM-READ |    0    |                |  0x54f   | 0x6c80a00  |  0.283   |
|  RAM-READ |    0    |                |  0x54f   |  0xbdca00  |  0.282   |
|  RAM-READ |    0    |                |  0x54f   | 0x15518600 |  0.283   |
|  RAM-READ |    0    |                |  0x54f   | 0x329ca00  |  0.283   |
|  RAM-READ |    0    |                |  0x54f   | 0x15518600 |  0.282   |
|  RAM-READ |    0    |                |  0x54f   | 0x451ca00  |  0.283   |
|  RAM-READ |    0    |                |  0x54f   | 0x150d8600 |  0.283   |
|  RAM-READ |    0    |                |  0x54f   | 0x5f50a00  |  0.283   |
|  RAM-READ |    0    |                |  0x54f   | 0xd34c200  |  0.283   |
|  RAM-READ |    0    |                |  0x54f   | 0x38c0a00  |  0.284   |
|  RAM-READ |    0    |                |  0x54f   | 0x3688000  |  0.283   |
|  RAM-READ |    0    |                |  0x54f   | 0x36c8a00  |  0.283   |
|  RAM-READ |    0    |                |  0x54f   | 0x3700a00  |  0.283   |
|  RAM-READ |    0    |                |  0x54f   | 0x3740a00  |  0.283   |
|  RAM-READ |    0    |                |  0x54f   | 0x3780a00  |  0.283   |
|  RAM-READ |    0    |                |  0x54f   | 0x6740a00  |  0.283   |
|  RAM-READ |    0    |                |  0x54f   | 0x53c0a00  |  0.282   |
|  RAM-READ |    0    |                |  0x54f   | 0x5400a00  |  0.283   |
|  RAM-READ |    0    |                |  0x54f   | 0x5440a00  |  0.282   |
|  RAM-READ |    0    |                |  0x54f   | 0x5480a00  |  0.283   |
|  RAM-READ |    0    |                |  0x54f   | 0x54c0a00  |  0.283   |
|  RAM-READ |    0    |                |  0x54f   | 0x5500a00  |  0.283   |
|  RAM-READ |    0    |                |  0x54f   | 0x5540a00  |  0.283   |
|  RAM-READ |    0    |                |  0x54f   | 0xffc0a00  |  0.283   |
|  RAM-READ |    0    |                |  0x54f   | 0x3990a00  |  0.283   |
|  RAM-READ |    0    |                |  0x54f   | 0x38cc200  |  0.282   |
|  RAM-READ |    0    |                |  0x54f   | 0x5f50600  |  0.282   |
|  RAM-READ |    0    |                |  0x54f   | 0x38c0a00  |  0.282   |
|  RAM-READ |    0    |                |  0x54f   | 0x1459ca00 |  0.283   |
|  RAM-READ |    0    |                |  0x54f   | 0x15ad8600 |  0.288   |
|  RAM-READ |    0    |                |  0x54f   | 0x368c200  |  0.283   |
|  RAM-READ |    0    |                |  0x54f   | 0x38c0000  |  0.284   |
|  RAM-READ |    0    |                |  0x54f   | 0x36cc600  |  0.274   |
|  RAM-READ |    0    |                |  0x54f   | 0xd314600  |  0.274   |
|  RAM-READ |    0    |                |  0x54f   | 0x1424c000 |  0.274   |
|  RAM-READ |    0    |                |  0x54f   | 0x36cd400  |  0.274   |
|  RAM-READ |    0    |                |  0x54f   |  0xec0a00  |  0.274   |
|  RAM-READ |    0    |                |  0x54f   | 0x368c800  |  0.274   |
|  RAM-READ |    0    |                |  0x54f   | 0x3680000  |  0.274   |
|  RAM-READ |    0    |                |  0x54f   |  0xecc600  |  0.274   |
|  RAM-READ |    0    |                |  0x54f   | 0x374c600  |  0.274   |
|  RAM-READ |    0    |                |  0x54f   | 0x36c0000  |  0.274   |
|  RAM-READ |    0    |                |  0x54f   | 0x36cc800  |  0.273   |
|  RAM-READ |    0    |                |  0x54f   | 0x7a10a00  |  0.274   |
|  RAM-READ |    0    |                |  0x54f   | 0x10001400 |  0.274   |
|  RAM-READ |    0    |                |  0x54f   | 0x3781000  |  0.274   |
|  RAM-READ |    0    |                |  0x54f   | 0x3740a00  |  0.274   |
|  RAM-READ |    0    |                |  0x54f   | 0x370ca00  |  0.274   |
|  RAM-READ |    0    |                |  0x54f   | 0x378c400  |  0.274   |
|  RAM-READ |    0    |                |  0x54f   | 0x10000600 |  0.274   |
|  RAM-READ |    0    |                |  0x54f   | 0x3700a00  |  0.274   |
|  RAM-READ |    0    |                |  0x54f   | 0x10000c00 |  0.274   |
|  RAM-READ |    0    |                |  0x54f   | 0x10000c00 |  0.275   |
|  RAM-READ |    0    |                |  0x54f   | 0x3840a00  |  0.274   |
|  RAM-READ |    0    |                |  0x54f   |  0x5dca00  |  0.274   |
|  RAM-READ |    0    |                |  0x54f   | 0x1398400  |  0.274   |
|  RAM-READ |    0    |                |  0x54f   | 0x451ca00  |  0.274   |
|  RAM-READ |    0    |                |  0x54f   |  0x998400  |  0.275   |
|  RAM-READ |    0    |                |  0x54f   | 0x80d0a00  |  0.274   |
|  RAM-READ |    0    |                |  0x54f   | 0x10000200 |  0.274   |
|  RAM-READ |    0    |                |  0x54f   | 0x6d40a00  |  0.274   |
|  RAM-READ |    0    |                |  0x54f   | 0x451c000  |  0.274   |
|  RAM-READ |    0    |                |  0x54f   | 0x1fc98200 |  0.274   |
|  RAM-READ |    0    |                |  0x54f   | 0x10000a00 |  0.275   |
|  RAM-READ |    0    |                |  0x54f   | 0x39d0a00  |  0.274   |
|  RAM-READ |    0    |                |  0x54f   | 0x18128a00 |  0.274   |
|  RAM-READ |    0    |                |  0x54f   | 0x3a50000  |  0.274   |
|  RAM-READ |    0    |                |  0x54f   | 0x451ca00  |  0.274   |
|  RAM-READ |    0    |                |  0x54f   | 0x9218400  |  0.305   |
|  RAM-READ |    0    |                |  0x54f   | 0x10000a00 |  0.285   |
|   WRITE   |    0    |  RAM_ADDR_HI   |          |    0x0     |  0.295   |
|   WRITE   |    0    |     JMPEN      |          |   0x101    |  0.116   |
|    READ   |    1    | Unknown (0x7e) |          |   0x303    |  0.099   |
|   WRITE   |    1    |     JMPEN      |          |    0x0     |  0.064   |
| RAM-WRITE |    1    |                |  0x320   |  0x200000  |  0.093   |
| RAM-WRITE |    1    |                |  0x2b6   |  0x80000   |  0.369   |
| RAM-WRITE |    1    |                |  0x2b7   |  0x200000  |  0.282   |
| RAM-WRITE |    1    |                |  0x31b   |  0x180000  |  0.280   |
| RAM-WRITE |    1    |                |  0x392   | 0x7fcfdda  |  0.279   |
| RAM-WRITE |    1    |                |  0x37c   |  0x400000  |  0.279   |
| RAM-WRITE |    1    |                |  0x37d   |    0x0     |  0.279   |
| RAM-WRITE |    1    |                |  0x14d   |    0x0     |  0.279   |
| RAM-WRITE |    1    |                |  0x14e   |    0x0     |  0.279   |
| RAM-WRITE |    1    |                |  0x160   |    0x0     |  0.279   |
| RAM-WRITE |    1    |                |   0xe2   |  0x35d540  |  0.279   |
| RAM-WRITE |    1    |                |  0x1b0   |    0x0     |  0.278   |
| RAM-WRITE |    1    |                |  0x1b1   |    0x0     |  0.279   |
| RAM-WRITE |    1    |                |  0x1b2   |    0x0     |  0.279   |
| RAM-WRITE |    1    |                |  0x1b5   |    0x0     |  0.279   |
| RAM-WRITE |    1    |                |  0x1c2   |    0x0     |  0.279   |
|   WRITE   |    1    |     JMPEN      |          |   0x101    |  0.323   |
|    READ   |    0    | Unknown (0x7e) |          |   0x303    |  0.132   |
|   WRITE   |    0    |    ENHANCE     |          |    0x0     |  0.065   |
|   WRITE   |    0    |    AUTO(g)     |          |   0x2f2f   |  0.062   |
| RAM-WRITE |    0    |                |  0x2fc   |  0xad000   |  0.050   |
| RAM-WRITE |    0    |                |  0x300   | 0x6666635  |  0.322   |
| RAM-WRITE |    0    |                |  0x2ff   | 0x3d70a20  |  0.289   |
| RAM-WRITE |    0    |                |  0x393   | 0xfff0000  |  0.289   |
| RAM-WRITE |    0    |                |  0x394   | 0x1999a00  |  0.288   |
| RAM-WRITE |    0    |                |  0x397   |  0xf00000  |  0.288   |
| RAM-WRITE |    0    |                |  0x398   |  0xf00000  |  0.288   |
| RAM-WRITE |    0    |                |  0x3ca   |  0x800000  |  0.288   |
| RAM-WRITE |    0    |                |  0x3ec   |  0xf18900  |  0.287   |
| RAM-WRITE |    0    |                |  0x3ed   |  0x809d80  |  0.288   |
| RAM-WRITE |    0    |                |  0x3ee   |    0x0     |  0.288   |
| RAM-WRITE |    0    |                |  0x3ef   | 0x1a00000  |  0.288   |
| RAM-WRITE |    0    |                |  0x604   |  0x400000  |  0.288   |
| RAM-WRITE |    0    |                |  0x605   |  0x400000  |  0.288   |
| RAM-WRITE |    0    |                |  0x606   |  0x200000  |  0.296   |
| RAM-WRITE |    0    |                |  0x609   |  0x500000  |  0.288   |
| RAM-WRITE |    0    |                |  0x60a   |    0x0     |  0.288   |
| RAM-WRITE |    0    |                |  0x60b   |  0xa00000  |  0.288   |
| RAM-WRITE |    0    |                |  0x612   |    0x0     |  0.288   |
| RAM-WRITE |    0    |                |  0x616   |    0x0     |  0.288   |
| RAM-WRITE |    0    |                |  0x618   |  0x200000  |  0.288   |
| RAM-WRITE |    0    |                |  0x631   |  0x300000  |  0.288   |
| RAM-WRITE |    0    |                |  0x632   |  0x180000  |  0.288   |
| RAM-WRITE |    0    |                |  0x633   |  0x100000  |  0.287   |
| RAM-WRITE |    0    |                |  0x634   | 0x12fc000  |  0.287   |
| RAM-WRITE |    0    |                |  0x635   |  0xf00000  |  0.288   |
| RAM-WRITE |    0    |                |  0x636   | 0xfda4000  |  0.287   |
| RAM-WRITE |    0    |                |  0x2f7   | 0x7feb800  |  0.297   |
| RAM-WRITE |    0    |                |  0x2f4   |  0x5b05b2  |  0.278   |
| RAM-WRITE |    0    |                |  0x3c7   | 0x3a2e8ba  |  0.277   |
| RAM-WRITE |    0    |                |  0x3fa   | 0x3000000  |  0.276   |
| RAM-WRITE |    0    |                |  0x3f9   | 0x5000000  |  0.277   |
| RAM-WRITE |    0    |                |  0x3f5   | 0x1000000  |  0.277   |
| RAM-WRITE |    0    |                |  0x3f4   | 0x3700000  |  0.279   |
| RAM-WRITE |    0    |                |  0x3f3   | 0x4b80200  |  0.277   |
| RAM-WRITE |    0    |                |  0x3f2   |  0x823000  |  0.277   |
|    READ   |    0    | Unknown (0x44) |          |   0xe0e0   |  0.278   |
|   WRITE   |    0    | Unknown (0x44) |          |   0xe0e0   |  0.055   |
|   WRITE   |    0    |      PDN       |          |   0x8080   |  0.060   |
| RAM-WRITE |    0    |                |  0x215   | 0x71eb851  |  0.049   |
| RAM-WRITE |    0    |                |  0x272   | 0x723f235  |  0.277   |
| RAM-WRITE |    0    |                |  0x273   | 0x57a9804  |  0.276   |
| RAM-WRITE |    0    |                |  0x396   |  0x36000   |  0.276   |
| RAM-WRITE |    0    |                |  0x650   | 0x1100000  |  0.277   |
| RAM-WRITE |    0    |                |  0x3cd   |  0xffffff  |  0.276   |
| RAM-WRITE |    0    |                |  0x3ce   |  0xa18937  |  0.276   |
| RAM-WRITE |    0    |                |  0x3cf   |  0xe49ba5  |  0.276   |
| RAM-WRITE |    0    |                |  0x204   |  0x10038d  |  0.276   |
| RAM-WRITE |    0    |                |  0x201   |  0x4eddb9  |  0.276   |
| RAM-WRITE |    0    |                |  0x202   |  0x806d6   |  0.276   |
| RAM-WRITE |    0    |                |  0x205   |  0x10059f  |  0.276   |
| RAM-WRITE |    0    |                |  0x2c4   |  0xf0000   |  0.276   |
| RAM-WRITE |    0    |                |  0x2c5   |  0x106240  |  0.300   |
|  RAM-READ |    0    |                |  0x627   | 0xec3ffbc  |  0.290   |
| RAM-WRITE |    0    |                |  0x627   | 0xac3ffbc  |  0.291   |
| RAM-WRITE |    0    |                |  0x669   |  0x200000  |  0.287   |
| RAM-WRITE |    0    |                |  0x66b   |    0x0     |  0.287   |
| RAM-WRITE |    0    |                |  0x61d   |  0xc00000  |  0.287   |
| RAM-WRITE |    0    |                |  0x2ee   |  0x206280  |  0.286   |
| RAM-WRITE |    0    |                |  0x663   |    0x0     |  0.287   |
| RAM-WRITE |    0    |                |  0x3cb   | 0x1f00000  |  0.287   |
| RAM-WRITE |    0    |                |  0x3cc   |  0x51eb80  |  0.287   |
| RAM-WRITE |    0    |                |  0x611   |    0x0     |  0.288   |
| RAM-WRITE |    0    |                |  0x35c   |  0xa00000  |  0.288   |
|    READ   |    1    | Unknown (0x7e) |          |   0x303    |  0.297   |
|   WRITE   |    1    |    ENHANCE     |          |    0x0     |  0.058   |
|   WRITE   |    1    |    AUTO(g)     |          |   0x2f2f   |  0.053   |
| RAM-WRITE |    1    |                |  0x2fc   |  0xad000   |  0.050   |
| RAM-WRITE |    1    |                |  0x300   | 0x6666635  |  0.288   |
| RAM-WRITE |    1    |                |  0x2ff   | 0x3d70a20  |  0.286   |
| RAM-WRITE |    1    |                |  0x393   | 0xfff0000  |  0.286   |
| RAM-WRITE |    1    |                |  0x394   | 0x1999a00  |  0.287   |
| RAM-WRITE |    1    |                |  0x397   |  0xf00000  |  0.287   |
| RAM-WRITE |    1    |                |  0x398   |  0xf00000  |  0.286   |
| RAM-WRITE |    1    |                |  0x3ca   |  0x800000  |  0.286   |
| RAM-WRITE |    1    |                |  0x3ec   |  0xf18900  |  0.286   |
| RAM-WRITE |    1    |                |  0x3ed   |  0x809d80  |  0.286   |
| RAM-WRITE |    1    |                |  0x3ee   |    0x0     |  0.287   |
| RAM-WRITE |    1    |                |  0x3ef   | 0x1a00000  |  0.286   |
| RAM-WRITE |    1    |                |  0x604   |  0x400000  |  0.286   |
| RAM-WRITE |    1    |                |  0x605   |  0x400000  |  0.287   |
| RAM-WRITE |    1    |                |  0x606   |  0x200000  |  0.287   |
| RAM-WRITE |    1    |                |  0x609   |  0x500000  |  0.287   |
| RAM-WRITE |    1    |                |  0x60a   |    0x0     |  0.283   |
| RAM-WRITE |    1    |                |  0x60b   |  0xa00000  |  0.276   |
| RAM-WRITE |    1    |                |  0x612   |    0x0     |  0.275   |
| RAM-WRITE |    1    |                |  0x616   |    0x0     |  0.275   |
| RAM-WRITE |    1    |                |  0x618   |  0x200000  |  0.276   |
| RAM-WRITE |    1    |                |  0x631   |  0x300000  |  0.275   |
| RAM-WRITE |    1    |                |  0x632   |  0x180000  |  0.282   |
| RAM-WRITE |    1    |                |  0x633   |  0x100000  |  0.287   |
| RAM-WRITE |    1    |                |  0x634   | 0x12fc000  |  0.287   |
| RAM-WRITE |    1    |                |  0x635   |  0xf00000  |  0.287   |
| RAM-WRITE |    1    |                |  0x636   | 0xfda4000  |  0.286   |
| RAM-WRITE |    1    |                |  0x2f7   | 0x7feb800  |  0.286   |
| RAM-WRITE |    1    |                |  0x2f4   |  0x5b05b2  |  0.286   |
| RAM-WRITE |    1    |                |  0x3c7   | 0x3a2e8ba  |  0.286   |
| RAM-WRITE |    1    |                |  0x3fa   | 0x3000000  |  0.286   |
| RAM-WRITE |    1    |                |  0x3f9   | 0x5000000  |  0.286   |
| RAM-WRITE |    1    |                |  0x3f5   | 0x1000000  |  0.286   |
| RAM-WRITE |    1    |                |  0x3f4   | 0x3700000  |  0.286   |
| RAM-WRITE |    1    |                |  0x3f3   | 0x4b80200  |  0.287   |
| RAM-WRITE |    1    |                |  0x3f2   |  0x823000  |  0.286   |
|    READ   |    1    | Unknown (0x44) |          |   0xe0e0   |  0.286   |
|   WRITE   |    1    | Unknown (0x44) |          |   0xe0e0   |  0.050   |
|   WRITE   |    1    |      PDN       |          |   0x8080   |  0.054   |
| RAM-WRITE |    1    |                |  0x215   | 0x71eb851  |  0.048   |
| RAM-WRITE |    1    |                |  0x272   | 0x723f235  |  0.289   |
| RAM-WRITE |    1    |                |  0x273   | 0x57a9804  |  0.286   |
| RAM-WRITE |    1    |                |  0x396   |  0x36000   |  0.288   |
| RAM-WRITE |    1    |                |  0x650   | 0x1100000  |  0.288   |
| RAM-WRITE |    1    |                |  0x3cd   |  0xffffff  |  0.287   |
| RAM-WRITE |    1    |                |  0x3ce   |  0xa18937  |  0.287   |
| RAM-WRITE |    1    |                |  0x3cf   |  0xe49ba5  |  0.287   |
| RAM-WRITE |    1    |                |  0x204   |  0x10038d  |  0.286   |
| RAM-WRITE |    1    |                |  0x201   |  0x4eddb9  |  0.288   |
| RAM-WRITE |    1    |                |  0x202   |  0x806d6   |  0.286   |
| RAM-WRITE |    1    |                |  0x205   |  0x10059f  |  0.287   |
| RAM-WRITE |    1    |                |  0x2c4   |  0xf0000   |  0.287   |
| RAM-WRITE |    1    |                |  0x2c5   |  0x106240  |  0.287   |
|  RAM-READ |    1    |                |  0x627   | 0xac3ffbc  |  0.287   |
| RAM-WRITE |    1    |                |  0x627   | 0xac3ffbc  |  0.289   |
| RAM-WRITE |    1    |                |  0x669   |  0x200000  |  0.288   |
| RAM-WRITE |    1    |                |  0x66b   |    0x0     |  0.287   |
| RAM-WRITE |    1    |                |  0x61d   |  0xc00000  |  0.287   |
| RAM-WRITE |    1    |                |  0x2ee   |  0x206280  |  0.288   |
| RAM-WRITE |    1    |                |  0x663   |    0x0     |  0.287   |
| RAM-WRITE |    1    |                |  0x3cb   | 0x1f00000  |  0.290   |
| RAM-WRITE |    1    |                |  0x3cc   |  0x51eb80  |  0.279   |
| RAM-WRITE |    1    |                |  0x611   |    0x0     |  0.279   |
| RAM-WRITE |    1    |                |  0x35c   |  0xa00000  |  0.279   |
|   WRITE   |    0    |     CALR0      |          |    0x0     |  0.364   |
|   WRITE   |    0    |     CALR1      |          |    0x0     |  0.064   |
|   WRITE   |    0    |     CALR2      |          |   0x101    |  0.056   |
|   WRITE   |    0    |     CALR3      |          |   0x8080   |  0.057   |
|   WRITE   |    1    |     CALR0      |          |    0x0     |  0.065   |
|   WRITE   |    1    |     CALR1      |          |    0x0     |  0.055   |
|   WRITE   |    1    |     CALR2      |          |   0x101    |  0.062   |
|   WRITE   |    1    |     CALR3      |          |   0x8080   |  0.053   |
|    READ   |    0    |     CALR3      |          |   0x8181   |  0.069   |
|    READ   |    1    |     CALR3      |          |   0x8181   |  15.165  |
|    READ   |    0    |     CALR3      |          |   0x8181   |  15.145  |
|    READ   |    1    |     CALR3      |          |    0x0     |  15.150  |
|    READ   |    0    | Unknown (0x7e) |          |   0x303    |  15.249  |
|  RAM-READ |    0    |                |  0x602   |  0xb00000  |  0.064   |
| RAM-WRITE |    0    |                |  0x60c   |    0x0     |  0.311   |
|   WRITE   |    0    |    LINEFEED    |          |    0x0     |  0.297   |
|    READ   |    0    |    ENHANCE     |          |    0x0     |  0.055   |
|   WRITE   |    0    |    ENHANCE     |          |    0x0     |  0.055   |
| RAM-WRITE |    0    |                |  0x602   |  0x700000  |  0.049   |
| RAM-WRITE |    0    |                |  0x613   |  0x100000  |  0.282   |
| RAM-WRITE |    0    |                |  0x602   |  0x600000  |  15.373  |
|  RAM-READ |    0    |                |  0x2ff   | 0x3d70a20  |  50.428  |
|  RAM-READ |    0    |                |   0x3    | 0x3c54749  |  0.296   |
| RAM-WRITE |    0    |                |  0x60f   |    0x0     |  0.299   |
| RAM-WRITE |    0    |                |  0x602   |  0x400000  |  0.289   |
|   WRITE   |    0    |    ENHANCE     |          |    0x0     |  0.301   |
|  RAM-READ |    0    |                |  0x2ff   | 0x3d70a20  |  50.228  |
|  RAM-READ |    0    |                |   0x3    | 0x3c54749  |  0.355   |
|    READ   |    1    | Unknown (0x7e) |          |   0x303    |  0.466   |
|  RAM-READ |    1    |                |  0x602   |  0xb00000  |  0.056   |
| RAM-WRITE |    1    |                |  0x60c   |    0x0     |  0.300   |
|   WRITE   |    1    |    LINEFEED    |          |    0x0     |  0.302   |
|    READ   |    1    |    ENHANCE     |          |    0x0     |  0.056   |
|   WRITE   |    1    |    ENHANCE     |          |    0x0     |  0.056   |
| RAM-WRITE |    1    |                |  0x602   |  0x700000  |  0.049   |
| RAM-WRITE |    1    |                |  0x613   |  0x100000  |  0.284   |
| RAM-WRITE |    1    |                |  0x602   |  0x600000  |  15.455  |
|  RAM-READ |    1    |                |  0x2ff   | 0x3d70a20  |  50.427  |
|  RAM-READ |    1    |                |   0x3    | 0x3d304e8  |  0.302   |
| RAM-WRITE |    1    |                |  0x60f   |    0x0     |  0.290   |
| RAM-WRITE |    1    |                |  0x602   |  0x400000  |  0.280   |
|   WRITE   |    1    |    ENHANCE     |          |    0x0     |  0.289   |
|  RAM-READ |    1    |                |  0x2ff   | 0x3d70a20  |  50.180  |
|  RAM-READ |    1    |                |   0x3    | 0x3d304e8  |  0.305   |
|   WRITE   |    0    |     CALR0      |          |    0x0     |  0.407   |
|   WRITE   |    0    |     CALR1      |          |   0xc0c0   |  0.066   |
|   WRITE   |    0    |     CALR2      |          |   0x1818   |  0.058   |
|   WRITE   |    0    |     CALR3      |          |   0x8080   |  0.056   |
|   WRITE   |    1    |     CALR0      |          |    0x0     |  0.069   |
|   WRITE   |    1    |     CALR1      |          |   0xc0c0   |  0.055   |
|   WRITE   |    1    |     CALR2      |          |   0x1818   |  0.068   |
|   WRITE   |    1    |     CALR3      |          |   0x8080   |  0.062   |
|    READ   |    0    |     CALR3      |          |   0x8484   |  0.062   |
|    READ   |    1    |     CALR3      |          |   0x8f8f   |  15.152  |
|    READ   |    0    |     CALR3      |          |   0x9090   |  15.154  |
|    READ   |    1    |     CALR3      |          |   0x9090   |  15.155  |
|    READ   |    0    |     CALR3      |          |   0x9090   |  15.163  |
|    READ   |    1    |     CALR3      |          |   0x9090   |  15.143  |
|    READ   |    0    |     CALR3      |          |   0x9090   |  15.127  |
|    READ   |    1    |     CALR3      |          |   0x9090   |  15.139  |
|    READ   |    0    |     CALR3      |          |   0x9090   |  15.154  |
|    READ   |    1    |     CALR3      |          |   0x9090   |  15.175  |
|    READ   |    0    |     CALR3      |          |   0x9090   |  15.149  |
