+-----------+---------+----------------+----------+------------+
|   OPCODE  | CHANNEL |      REG       | RAM ADDR |  RAW DATA  |
| RAM-WRITE |    0    |                |  0x54f   | 0x38c0000  |
| RAM-WRITE |    0    |                |  0x54f   | 0x36cc600  |
| RAM-WRITE |    0    |                |  0x54f   | 0xd314600  |
| RAM-WRITE |    0    |                |  0x54f   | 0x1424c000 |
| RAM-WRITE |    0    |                |  0x54f   | 0x36cd400  |
| RAM-WRITE |    0    |                |  0x54f   |  0xec0a00  |
| RAM-WRITE |    0    |                |  0x54f   | 0x368c800  |
| RAM-WRITE |    0    |                |  0x54f   | 0x3680000  |
| RAM-WRITE |    0    |                |  0x54f   |  0xecc600  |
| RAM-WRITE |    0    |                |  0x54f   | 0x374c600  |
| RAM-WRITE |    0    |                |  0x54f   | 0x36c0000  |
